from,post_id,text,publish_time,cnt_retweet,cnt_agree,cnt_comment,user_id,screen_name,name,url,action,avatar,img,imgs,query,sentiment_score,cluster,keywords
zhihu,3481367108,逝者安息一声叹息犹记得花粉的名言，祝xx用户永远用xx产品,2024-04-28 12:21:22,0,121,4,676a6581b451142c5acf8b09951ba4f1,拒绝推销和洗脑,拒绝推销和洗脑,https://www.zhihu.com/question/654278629/answer/3481367108,post,https://pic1.zhimg.com/a1f38cc64_l.jpg?source=1def8aca,,[],654278629,1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481391330,撞车的不是华为m7，是东风风光ix 7倒车撞车难，谁让你正常开了,2024-04-28 12:54:54,0,193,4,3c78571edc98dd04175f34d4a8e155c5,Tobamovirus,Tobamovirus,https://www.zhihu.com/question/654278629/answer/3481391330,post,https://pic1.zhimg.com/9ecb1bf98f378be21b2f98ae7851d81d_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-f03eb0a322a3cd8f91b63da2bb976528_720w.jpg?source=1def8aca,['https://picx.zhimg.com/80/v2-f03eb0a322a3cd8f91b63da2bb976528_720w.jpg?source=1def8aca'],654278629,-1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480746712,底子是TNGA平台前一代K平台的汉兰达，原始设计已经是将近15年前了，至于K平台首发要追究到20世纪了。然后又塞上了大电池大彩电大沙发，大大增重。哪怕加强补丁一层叠一层，这个结果有什么意外的吗？指望被动安全性恐怕还真不如指望主动安全,2024-04-27 21:00:42,0,148,19,c631fb955faf8e3e0bd3f6b2c2d1a55a,cat cat,cat cat,https://www.zhihu.com/question/654278629/answer/3480746712,post,https://pic1.zhimg.com/v2-a63f07b8586b1b4855c23de3ddc6f11a_l.jpg?source=1def8aca,,[],654278629,0.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481382365,评论区戾气好重，博世的智驾方案你们都能喷到华为头上，说AEB不行的，只能说吃相不要太难看。,2024-04-28 12:37:15,0,93,118,83ef5ae0040223ae3649f79feab4f2f9,糖不糖,糖不糖,https://www.zhihu.com/question/654278629/answer/3481382365,post,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=1def8aca,,[],654278629,0.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481007426,很讨厌带节奏不严谨，说“全网视频被删”， 实事求是说目前全网都能搜到，包括此刻这个知乎问题，不然怎么评论。   疑是车主姐姐的抖，也没被删。  我的回答是:  等事故调查，车确定有问题怎么喷都行，目前具体等交警部门调查。 啥都没有就带节奏，无非是给【自媒体】送人血馒头,2024-04-28 06:32:11,0,128,38,98cd5d48680e95f629fe31b9a5de4274,河马有一个角,河马有一个角,https://www.zhihu.com/question/654278629/answer/3481007426,post,https://pic1.zhimg.com/v2-207ad839acd4a139be2d61a543177bc1_l.jpg?source=1def8aca,,[],654278629,-0.5,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480646627,还问售后体验……放个链接，家属采访https://video.weibo.com/show?fid=1034:5028055672881179更新:看看这个吧，所有逆天的逆天洗地。尊重生命吧，给遇难者家属一个真相。,2024-04-28 17:39:59,0,123,14,daa31d7313b7504a9394782868816d32,日星迎昃,日星迎昃,https://www.zhihu.com/question/654278629/answer/3480646627,post,https://pic1.zhimg.com/v2-b84e0816ab409f6ef16befde356ab7f2_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-8df2639ce364427d436a79c9b9376623_720w.jpg?source=1def8aca,"['https://picx.zhimg.com/80/v2-8df2639ce364427d436a79c9b9376623_720w.jpg?source=1def8aca', 'https://pic1.zhimg.com/80/v2-85e771ba6dc3438c47c2328d1e889574_720w.jpg?source=1def8aca', 'https://picx.zhimg.com/80/v2-7c449bd79e6695f8ee46b60fc7430d54_720w.jpg?source=1def8aca']",654278629,-1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481329315,为死者无辜殒命而悲哀！人的生命只有一次，一次不经意的选择就会让天人两隔。再次向未亡人致哀！失去丈夫的女人，失去儿子的母亲，失去弟弟的姐姐，节哀。我知道这是人生的最大不幸，我知道你很难，非常难，但是，请你保重，请你坚强的继续走下去。虽然事情没有调查清楚，尤其是官方--行政当局没有给出确切原因。所以，我们不须妄加揣测。但是，除了第6条有待验证，一些事实却非常清晰：1、车着火了，不是自燃而是和洒水作业的养护车发生碰撞。2、车着火了，三人死亡。3、车子是主张狼性文化的某公司生产。4、车子不便宜。5、儿子才两岁。6、据事主妻子说：车子有各种高大上的功能，但是。。。。总之，人生险恶，且行且珍惜。,2024-04-30 11:24:20,0,98,32,3671762fcece706f507a16c7ed31db61,刑天唐伯志,刑天唐伯志,https://www.zhihu.com/question/654278629/answer/3481329315,post,https://pic1.zhimg.com/v2-e9675ba3ccc9164701ddb7780a8644e2_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-a79586b45f895775202d47e0fff27b90_720w.jpg?source=1def8aca,['https://picx.zhimg.com/80/v2-a79586b45f895775202d47e0fff27b90_720w.jpg?source=1def8aca'],654278629,0.5,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480875865,我在想是不是应该学su7，自带一个破窗器，这样碰到极端情况，车门打不开了可以自己破窗，好歹能增加一分安全性,2024-04-27 23:26:50,0,48,61,2446c8960640e9496e55be0dffd901e3,樱小路依然,樱小路依然,https://www.zhihu.com/question/654278629/answer/3480875865,post,https://pic1.zhimg.com/v2-da133714f444a23342a719241c9967b7_l.jpg?source=1def8aca,,[],654278629,0.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481223575,只能说认知配得上苦难华为这种品牌，出了事别想公司赔偿因为人家“遥遥领先”,2024-04-28 10:32:19,0,637,10,fb39ca98d6f23709c049eb3fc985c689,梵高,梵高,https://www.zhihu.com/question/654278629/answer/3481223575,post,https://pic1.zhimg.com/v2-4826f9d72532d77fb5a7dffcd5f8213b_l.jpg?source=1def8aca,,[],654278629,-1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480853443,门竟然打不开，谋财害命的东西！,2024-04-27 23:00:45,0,284,40,73e0d61ee876ea00205bb5bbd95b7808,战忽局的,战忽局的,https://www.zhihu.com/question/654278629/answer/3480853443,post,https://picx.zhimg.com/v2-f03c2dd382a41c63bfab5beca4bcbdbb_l.jpg?source=1def8aca,,[],654278629,-1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481220468,聊点个人看法。首先从目前掌握的信息，可以确定不是智驾版。从视频看，前车没有后防撞梁，M7撞击时，主要受力位置是A柱和舱盖。由于传感器在车头位置，导致气囊未爆出。两个因素叠加，驾驶者可能第一时间死亡。后排乘客的关键因素有两点，一是有没有系安全带，二是有没有受到及时救援。就视频而言，撞击后高压断电车门无法打开，这是设计缺陷，但在本起事故中，这个设计缺陷产生的影响，需要事故报告评估。因为视频中显示的救援人员迅速砸开了车窗，但我们无法判断在此之前，车内人员是否因无法打开车门而影响了自救。总的来说，追尾一般是后车主责，前车如果没有规范警示，则次责。车门无法打开要看事故报告，包括AEB是否介入，也要看事故报告，并评估在事故中产生的责任，车厂可能负连带责任。关于网络舆论与事实。网络舆论确实第一时间将矛头指向了华为宣传的电池“零自燃”。此事故明显不是“汽车自燃”，也不是“电池自燃”，而是撞击后导致车辆燃烧。而在原始视频发布者自述“害怕被网暴”删掉视频后，【平台可能因为版权规则】删除了其他转载者的视频。网络舆论迅速发酵为“华为公关捂嘴”，“全网删帖降热度”。但事实是，事故家属发声并得到全网声援。微博与百度热搜均无数据异常。又多了一个热搜，还是榜一【说知乎热榜秒掉的，我不知道你们哪儿看来的谣言】顺便更新一波第三方平台的热搜监测【微博】【抖音】【头条】【百度】根据问界官方的最新回应，安全气囊是正常打开的，反而有了更多让人疑惑的问题，那就是车内人员在气囊正常打开的情况下，第一时间是什么状态，是否因车门无法打开而延误了自救？等待事故调查以及通报。更多信息：问界客服回应，目前大部分车辆无自动解锁功能，这起事故中当时司乘已失去意识。实际情况需要等待事故调查和通报。舆论就是这样，只要有发泄口，就不太关心事实。回复发不出来截图，干脆就在这里一并回复。提到UP主，应该指的是B站。明明22小时前的事故视频还在，而这位 @削腚鳄的猫 说自己收藏的视频“今天全被下架”了。你们发表评论的时候，建议先看看其他评论对话。例如这种 @雪人畏冷 其实早就聊过了，可见这张图传的有多广我也懒得打字，基础科普，爱看不看,2024-04-28 18:25:50,0,60,60,24a576c8b54f4fc4a018d85c282c936f,V君,V君,https://www.zhihu.com/question/654278629/answer/3481220468,post,https://picx.zhimg.com/b475655d1ce5bbafefe3aa208bacd136_l.jpg?source=1def8aca,https://pic1.zhimg.com/80/v2-dd5a0a1f3dcd0d970e36a731b2c3fe48_720w.jpg?source=1def8aca,"['https://pic1.zhimg.com/80/v2-dd5a0a1f3dcd0d970e36a731b2c3fe48_720w.jpg?source=1def8aca', 'https://picx.zhimg.com/80/v2-6f61f7c403d549f8e04f4a354495f380_720w.jpg?source=1def8aca', 'https://picx.zhimg.com/80/v2-cdf2ea4bfd39f8bc364158df8bc5dfc3_720w.jpg?source=1def8aca']",654278629,0.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481308317,电动车汽车出事故是任何厂商都避免不了的，不能只怪华为一家，特斯拉不也屡次刹车失灵，但问题是现在各个品牌的汽车一出事，大家不再像过去那去指责这个车有问题，而是像宗教徒一样维护这个品牌，消费者买了东西就不再是消费者了，消费品反而成了宗教产品。这种情况其实并不单单只会出现在消费品身上，放在两性情感也是一样。有些人不是喜欢把女人当车来称呼嘛。很多男人一天到晚都警惕女人、提防女人，但是真正他迷上一个女人的时候，哪怕已经有无数证据告诉他这个女人是个女海王，是个渣女，是个妓女，他也会拼命的维护她，哪怕他的好兄弟跟他说这个女人有问题，证据都拍到脸上了，他也会像这些誓死捍卫问界的车主一样去捍卫这个女人。即使你把他弄得倾家荡产，他也甘之若饴。pua的内核是什么？就是把自己打造成他（她）心中的华为。30万的华为车把他弄的家破人亡，换了30万彩礼有啥区别。有些人给了天价彩礼还得谢谢女人给机会呢，呵呵。不信你看煮肘先生就知道了，在二妞妈黑吃黑之前天天说二妞妈不爱钱不要他的钱，百般维护人设，结果呢？最后要不是二妞妈黑吃黑恐怕他还会爆更多金币出来。我是大宾哥一个精通人性的男导师我祝你牛逼,2024-04-28 12:23:00,0,103,21,69e45aa90f991fdac62f3d3cf6de7d49,大宾哥,大宾哥,https://www.zhihu.com/question/654278629/answer/3481308317,post,https://picx.zhimg.com/v2-ee9b17804f7a24d2713c62083e814a47_l.jpg?source=1def8aca,https://pic1.zhimg.com/80/v2-e65afcad1cf04bb68e6057175edd23cc_720w.jpg?source=1def8aca,"['https://pic1.zhimg.com/80/v2-e65afcad1cf04bb68e6057175edd23cc_720w.jpg?source=1def8aca', 'https://pic1.zhimg.com/80/v2-1151828585916951fbfd9cf44075507c_720w.jpg?source=1def8aca', 'https://picx.zhimg.com/80/v2-3f9eba249353feaaded8d1a541f29168_720w.jpg?source=1def8aca']",654278629,0.5,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480947687,跟你们说很多次了，买小米或者买其他厂商的车出问题了全网或多或少都会帮你维权，但如果买华为的车出了问题你只能看着视频被下架，并且有一帮群体来迅速切割并且装理中客混淆视听，全网看了下目前他们的话术基本是拐小米车机卡顿或者并不是智驾版本，看到无视就好这次是三条人命，愿逝者安息，支持家属维权到底！补充：很多人觉得不是智驾跟华为没关系，请注意发布会是华为开的，是华为给问界这个品牌做信用背书，大部分人都是冲着华为的名号购买这台车，现在出了问题别想锅甩得干净,2024-04-28 13:12:00,0,193,76,cb9eb8e163787110a95b714064c11728,小月亮,小月亮,https://www.zhihu.com/question/654278629/answer/3480947687,post,https://picx.zhimg.com/v2-cf4882e65260178246dfee925dc92558_l.jpg?source=1def8aca,https://pic1.zhimg.com/80/v2-5bb1a074d1d8ab04afe12f08d67f3fe7_720w.jpg?source=1def8aca,"['https://pic1.zhimg.com/80/v2-5bb1a074d1d8ab04afe12f08d67f3fe7_720w.jpg?source=1def8aca', 'https://picx.zhimg.com/80/v2-3aacc9e9b7887595813739462310e417_720w.jpg?source=1def8aca']",654278629,-1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480973877,希望某些品牌的粉丝明白一个事情，在成为品牌粉丝之前，你起码要是个人，别把自己人性都给丢了,2024-04-28 03:04:47,0,107,10,44fc9f77334450aff16471f6541c4524,保持怀疑,保持怀疑,https://www.zhihu.com/question/654278629/answer/3480973877,post,https://picx.zhimg.com/v2-1260ba722a3e7f0504b260a388b852c7_l.jpg?source=1def8aca,,[],654278629,-1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480827504,责任认定 交警未调查清楚之前 不盲目下结论但某家删帖、降热度的能力 不愧是遥遥领先捂不住了 闹大了有舆论监督总比没有好是驾驶员的责任，至少给大家一个血的教训是车辆质量问题，有舆论，遇难者家属会有更好的善后另外说个题外话：目前国内，法律意义上，所有的智驾，甭管厂商吹的多牛逼，也只是L2  最多是L2.99999你在网上看到的L3新闻，都是测试牌照 测试！生命安全还是要靠自己的重视，网上有些车主，打开智驾全程不管，早晚会出事的,2024-04-28 12:22:11,0,362,0,81c9aec669be4b11b21d1c7b6829ed27,我佛瓷杯,我佛瓷杯,https://www.zhihu.com/question/654278629/answer/3480827504,post,https://picx.zhimg.com/v2-87a2ca0f333f81c5cd8ca7d53a76de0e_l.jpg?source=1def8aca,,[],654278629,1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481335947,当真相还在穿鞋的时候，谣言已经跑遍了世界。这个视频昨天下午我看到有人发，晚上回家也看到有人发，今天早上依然有人发，甚至我回看昨天的内容，也没人删除，结果就有人说全网删除已经看不到视频，搞笑呢？看完全网发的视频，很多写A柱断裂，气囊没打开，问题是现场照片和视频没有一张显示A柱断裂的，甚至有图片把行李架圈个圈说是A柱断裂，吃人血馒头很光荣吗？视频中躺地上的人据现场人说是洒水车上下来摆放停车标记的，被问界车主撞了之后，问界直接撞上洒水车，现场实际死亡四人。结果变成了副驾没系安全带，直接撞飞出车了，问题是遇难者家数自己都说是三个人，前排一个主驾，后排2人，副驾被撞飞出去的居然还有人相信，太不可思议了吧！还有这台车很明显不是智驾版，一群人在下面狂喷智驾，有意思吗？智驾版的行李架是黑色的，这台车是银色的，就是问界M7 普通版的外观区别之一。智驾要比人可靠的多，因为人可能抽烟可能喝酒可能吸毒可能情绪失控可能打电话可能玩手机可能疲劳可能打盹可能化妆可能和副驾聊天可能错把油门当刹车……最新问界官方回应，再次打脸所谓的智驾问题和安全气囊问题，其余问题坐等相关方面回应。,2024-04-28 13:33:13,0,53,96,7f742f12ff570965d8d35786fe764cd4,寂寞梧桐,寂寞梧桐,https://www.zhihu.com/question/654278629/answer/3481335947,post,https://picx.zhimg.com/v2-73b0f995f197b4165a9caa3fba746207_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-1a7b16cb6cf3654e6c0f081b222dc505_720w.jpg?source=1def8aca,['https://picx.zhimg.com/80/v2-1a7b16cb6cf3654e6c0f081b222dc505_720w.jpg?source=1def8aca'],654278629,-1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3480836397,更确定了买小米了  有问题全网帮忙发你买问界试试   到现在抖音只能搜到屈指可数的视频（消失的问界)又赢了 遥遥领先想撞都难海洋生物可以说su7年轻人的最后一台车噢  某界是你一家人的最后一台车另：提前预判过几天全网可能都是某su7  某l6 l7 某p7   自燃事故修改回答:纯主观评论，至于我提到小米相关是因为本人有去小米交付中心看过实车（福州青口） 但是买车不是件小事 我一个小老百姓肯定要慎重考虑 起码观望半年看看舆论  目前来说还是比较满意的。评论区我也没关没删 但是我不回复了 单纯不想对线还要上班没那么多精力 4.28 11:08再次编辑  2024.4.28 12:07 微博 AITO汽车终于做出回应   再次编辑2024.4.28 16:15 某些人不要回复什么现在全网都能搜到了  事故是4.26发生的 舆论是4.28中午12点左右开始爆的  中间的时间被吃掉了吗（天龙人空白的一百年是吧）  中间这个时间有多少人被堵住嘴的（奥哈拉屠魔令是吧）,2024-04-28 16:17:58,0,180,87,b70af670dc689ad363f6526e7d000449,习惯是一种病丶,习惯是一种病丶,https://www.zhihu.com/question/654278629/answer/3480836397,post,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=1def8aca,,[],654278629,1.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481023064,车子不是智驾的版本，所以人的因素占比大，这个事故本身就是人祸。其次时速115km/h时速的事故，比中保研碰撞测试60-64km/h碰撞指标多两倍，猜测市面上主流的车型同样的速度、角度，大概率都会出现死伤，燃烧，门打不开的情况。没必要纠结车，提高防御性驾驶的意识最主要——————2024.4.29更新回答————官方更新了公告了，时速115km/h，这个情况AEB也刹车刹不住，气囊打开—————2024.4.28下午回答—————我增加一下回答我认为车主还是主责的，原因就是去除智驾。正常追尾人没事，后车主责，这件事情上不了新闻。只不过这次驾驶员把自己追尾追死了，开的还是问界M7。另外就是车辆没有明显失控的迹象，也没有急刹的刹车痕迹吗，而是直愣愣的撞上去，视线清晰没有障碍。如果智驾出问题，那驾驶员不应该自己踩刹车或者避开吗。所以智驾打个问号，再一个是驾驶员盲信智驾，安全意识太差了（有一个被甩出去没带安全带的，驾驶员都没提醒，可见一斑）——————————————————我只探讨为啥会追尾，不讨论隐藏门把手追尾满载绿化洒水车，无异于追尾大货车1.洒水车底盘大梁高于问界M7前仓溃缩区，说白了问界M7是直接用A柱吸能，驾驶员当场毙命了。哪怕是沃尔沃、特斯拉、比亚迪其他厂商遇到这种碰撞也是一样的结果，你看洒水车的侵入量就知道前仓没有参与吸能。2.这是纯纯的人祸，驾驶员的责任最大一个是洒水车是否在高速超车道慢速作业，责任公司可能存在违规的情况。二是驾驶员自己没有观察好撞上去的，因为在碰撞都发生在同一车道，车子没有明显避让动作。再一个问界M7没有刹车痕迹视频截图道路后方，没有刹车痕迹。问界m7驾驶员占的责任还是比较大的…这和智驾半毛钱关系都没有，驾驶员看见车不踩刹车，不避让吗？AEB不启动不会会主动踩刹车吗？驾驶员的安全意识才是智能汽车的最大安全冗余遇到这种纯纯的白给，拦不住啊,2024-04-29 11:46:50,0,168,327,a590de690e77c5d0bbf39c5eb2dd39a1,纹结大酥,纹结大酥,https://www.zhihu.com/question/654278629/answer/3481023064,post,https://picx.zhimg.com/v2-ef56cf6e237f8d109c9687f1ff8410ee_l.jpg?source=1def8aca,https://pica.zhimg.com/80/v2-2c42c37e10ce38676b424162e975cee6_720w.jpg?source=1def8aca,"['https://pica.zhimg.com/80/v2-2c42c37e10ce38676b424162e975cee6_720w.jpg?source=1def8aca', 'https://pic1.zhimg.com/80/v2-6c4cee5fc52fe2a514317220e202aeb8_720w.jpg?source=1def8aca', 'https://pic1.zhimg.com/80/v2-30453049c1bef1fb1efcf1da173ea1ed_720w.jpg?source=1def8aca']",654278629,0.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481301300,不站队任何一方，需要调查清楚事故的具体原因，目前官方发了声明，气囊打开了，车速115，博士AEB（目前了解到还有另一家供应商，能力应该等同），工作范围最高到85，所以高速行驶AEB没啥用。隐藏式电控门把手除了外观好看没有什么优点，本次事故打不开是个比较严重的问题。市场上所有的电控门把手，无论隐不隐藏，都是弊大于利，希望后来的新车不要再采用。不管是不是智驾版本，车内人员都应该系好安全带，司机还要时刻观察路况，否则都是作死，出现问题再去讨论，对于逝去的生命没有意义。还有提一点，M7好像不像M9和新M5，车身结构没那么强，所以购买之前还需要多多了解。,2024-04-28 18:15:01,0,24,78,b9d969300dde0217353dfbc9159bab15,ho ga,ho ga,https://www.zhihu.com/question/654278629/answer/3481301300,post,https://pic1.zhimg.com/v2-ca983c5c834ef1a971a98e97f00412ae_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-eeff1c85036c14506aab407db5adb8b1_720w.jpg?source=1def8aca,['https://picx.zhimg.com/80/v2-eeff1c85036c14506aab407db5adb8b1_720w.jpg?source=1def8aca'],654278629,0.0,事故,问界M7发生交通事故起火致3人死亡，疑似车门打不开，车企回应「已成立专项小组跟进核实」，具体情况如何？
zhihu,3481052527,好好查查这 个所谓的车主，到底是50万还是1450。,2024-04-28 08:05:09,0,491,46,cf944175bcb2175715e9a55d6c2b4d7a,追逐风的誓言,追逐风的誓言,https://www.zhihu.com/question/654303541/answer/3481052527,post,https://picx.zhimg.com/v2-16b6fd0fb47ffdaeb72c1f7f0284e7a4_l.jpg?source=1def8aca,,[],654303541,-1.0,事故,如何看待赛力斯问界M7高速事故后起火？
zhihu,3481146460,在抖音发声的那位女士一天之内失去了自己的丈夫、儿子和亲弟弟，而亲弟弟在死前还在抖音为问界M7做宣传。既然事故已经发生了，先做的应该是去安抚死者的家属，而不是想着下架现场的视频。虽说安全才是最大的豪华，但是在大样本下出事故也是在所难免的。对于已经发生的悲剧，那后续的情绪上的关怀以及赔偿也不能落下。以及这种发表逆天言论的KOL，我是真看不懂。我们为什么要发声？车机卡一下，骂骂产品经理，回头OTA修复了就行了。而安全性上的问题，就不是大家起哄骂一句产品经理，然后OTA就能解决的了。我不是针对某一家厂商，在因为车辆一系列的故障闹出人命，还是三条人命的大事上，因为如果不发声，任由厂商去压制舆论，最后倒霉的只会是消费者自己。26日的事故，微博在28日早晨上了一个热搜，存在了1.2小时之后，热度和讨论量直接被压倒了近乎0。而隔当事人在的壁抖音更不用说。。,2024-04-28 09:58:55,0,814,83,c0d025ff8f429199bf1b15e32025f5d6,回望风逝,回望风逝,https://www.zhihu.com/question/654303541/answer/3481146460,post,https://pic1.zhimg.com/v2-3208108d21acfb08aaf121fda3622730_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-62c542c76278b8a5b8833a0585c7d562_720w.jpg?source=1def8aca,"['https://picx.zhimg.com/80/v2-62c542c76278b8a5b8833a0585c7d562_720w.jpg?source=1def8aca', 'https://pic1.zhimg.com/80/v2-c5ba1093cfbf07a06157ebda5132da68_720w.jpg?source=1def8aca', 'https://picx.zhimg.com/80/v2-f38bfe33495f702a58ce414182b0bb2d_720w.jpg?source=1def8aca']",654303541,-1.0,事故,如何看待赛力斯问界M7高速事故后起火？
zhihu,3481041826,虽然挺惨的，但看了无感。宗教产品的东西用了只能说得偿所愿吧。稍微有点正常智力的看了他那夸张的宣传不害怕吗？我看华为那些宣传尴尬的头皮都发麻，太能吹了，不敢碰他们的东西。,2024-04-28 07:50:11,0,747,70,663dcc07883d913b2ffe81156d5847a7,风吹雨大全不怕,风吹雨大全不怕,https://www.zhihu.com/question/654303541/answer/3481041826,post,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=1def8aca,,[],654303541,0.0,事故,如何看待赛力斯问界M7高速事故后起火？
zhihu,3481065425,舆论界一手遮天的公司的产品，购买需谨慎。,2024-04-28 08:20:59,0,667,37,aed3cbd6cdad39e208496604d831b11a,Hondada,Hondada,https://www.zhihu.com/question/654303541/answer/3481065425,post,https://picx.zhimg.com/v2-a3a5fd9c1fa2646e461fad132c68025a_l.jpg?source=1def8aca,,[],654303541,-1.0,事故,如何看待赛力斯问界M7高速事故后起火？
zhihu,3481148894,同山西人，帮老乡发一个。全网删帖，真是官企。https://www.zhihu.com/video/1767849125666971648,2024-04-28 09:35:16,0,251,13,c05745d214f555296c9110fe5b813890,华夏天威齐苏图,华夏天威齐苏图,https://www.zhihu.com/question/654303541/answer/3481148894,post,https://pica.zhimg.com/v2-ea2b1807223fc4a7bca07fd2314e2e18_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-2c58c69210195afd97c4b3b939ea9b6e_720w.jpg?source=1def8aca,['https://picx.zhimg.com/80/v2-2c58c69210195afd97c4b3b939ea9b6e_720w.jpg?source=1def8aca'],654303541,0.5,事故,如何看待赛力斯问界M7高速事故后起火？
zhihu,3481326100,某群体堪称丧心病狂啊,2024-04-28 11:44:40,0,525,68,620f1b3e3c9d97ca1af3447ea3a7f9f6,摄影师,摄影师,https://www.zhihu.com/question/654303541/answer/3481326100,post,https://picx.zhimg.com/v2-c1e43fbb46bae58c10b96ca537f9ea37_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-949352e8b0eabfd7844a1415415705a8_720w.jpg?source=1def8aca,['https://picx.zhimg.com/80/v2-949352e8b0eabfd7844a1415415705a8_720w.jpg?source=1def8aca'],654303541,0.5,事故,如何看待赛力斯问界M7高速事故后起火？
zhihu,3480810327,（疑似）当事人的抖音发出来了，据该当事人所说，车上的三名乘客分别为，弟弟、老公和孩子。碰撞后，老公因未系安全带飞出车外。孩子和弟弟因未被救出，在车被点燃时未逃出（不确定当时是否还存活）。按照常理来说，追尾侵入量比较大，驾驶位存活的概率不是很高。但是如果救援及时，车后排的小孩，是完全有可能被救出活下来的。考虑到这一点，门把手未弹出，导致只能破窗营救，实在是有一些耽误事。希望相关公司重视该事故，正面回答当事人问题，对事故做出合理解释，而不是操纵平台，玩弄公共空间，到处删帖降热度。毕竟虽然不系安全带确实很xx，过于相信企业的宣传也多少有点xx，但是归根结底，人家还是愿意掏钱支持，愿意相信你们x界的车主。不要让兔死狐悲，让其他车主也心寒最后，一定要系安全带有孩子一定要安儿童座椅开车一定要注意安全希望大家都能平平安安开车令人震撼，都怪小米,2024-05-06 15:41:11,0,1628,640,7c6eea55ac5d61b2e8f4ceb2e0a61bca,hjbgx,hjbgx,https://www.zhihu.com/question/654303541/answer/3480810327,post,https://picx.zhimg.com/v2-d3560294b51ed88eec68665d485fc66f_l.jpg?source=1def8aca,https://picx.zhimg.com/80/v2-f59f50355214e3e946bd2e1af4450852_720w.jpg?source=1def8aca,"['https://picx.zhimg.com/80/v2-f59f50355214e3e946bd2e1af4450852_720w.jpg?source=1def8aca', 'https://pica.zhimg.com/80/v2-cf415a7fc2de463dfb6f3157f39b597e_720w.jpg?source=1def8aca', 'https://pic1.zhimg.com/80/v2-0a62c95b5086d078458efb602c4d3cc0_720w.jpg?source=1def8aca']",654303541,-1.0,事故,如何看待赛力斯问界M7高速事故后起火？
zhihu,3481625755,祝所有华为粉丝都能开上问界M7,2024-04-28 16:15:59,0,348,74,8fa15a3098c27e32c0df9f38aca32f5a,较为帅气的人,较为帅气的人,https://www.zhihu.com/question/654303541/answer/3481625755,post,https://picx.zhimg.com/v2-eb282ccd976cd4da489df7bc3e6e9262_l.jpg?source=1def8aca,,[],654303541,1.0,事故,如何看待赛力斯问界M7高速事故后起火？
